,source,target
378166,are you ready to submit or shut up?,you ready to put up or shut up?
413112,sit down and shut up!,sit down and be quiet!
399662,stop it i've seen him go to the bathroom all day with the stupid magnifying glass.,stop it i've seen him going in and out of the toilet all day with that bloody magnifying glass.
27827,you're just infected a virus a sexually transmitted disease.,it's like you're infected with a disease.
416179,i mean we certainly kick all kinds of ass at work... ...but lately it feels like we're more than just partners you know?,we have certainly kicked off all eight at work but i've felt recently that we're more than just partners you know?
89320,from the moment you resist the japanese army. you are already a dead man.,you've been a dead man ever since you were attacked by the japanese military.
404095,that's the basic rule of porn you have to be sweaty.,it's a basic rule of porno you gotta be sweaty.
442143,and do you as sheriff hold my fucking labor speaks for me my diligent fuckin' efforts the last six fuckin' weeks?,and you as a sheriff do you acknowledge that my work speaks for me...... my persistent endeavor over the last six weeks?
435908,her favorite color is... cruel.,her... favorite color is... elbow.
557397,"""hit!","""a hit!"
157281,it's fucking painful.,it hurts a lot.
193805,hey just some friendly advice. unless of course you'd rather be dead.,this is just such friendly advice of course if you don't want to be dead.
548654,what are you fucking talking about?,what are you talking about?
178127,she's a dangerous criminal but she looks like an innocent.,she's a dangerous criminal but she can act innocent.
240093,hell we probably can't do it with you.,hell we couldn't even do it with you let alone without you.
63506,everyone is a menace tracy.,everybody's a threat tracy.
65649,we're gonna die in here.,we're not going to die!
366941,now listen to me you russian loser.,now listen to me you russian punk.
89749,a vagina?,on a human?
159535,is this some stupid test?,is this some kind of test?
572549,now leave me the fuck alone.,now leave me alone.
282640,tommy and his brother have already sunk you fool.,aah! tommy and his brother already gave you up numbnuts.
318007,it's so silly it's touching.,it's so crazy when it's touching.
21188,should we go? well seeing that you told the hollywood foreign press that the whole town is a bunch of dickheads i don't think anybody's gonna miss us.,since you told the hollywood foreign press that the whole city is a rabble-rounder you probably won't miss anyone.
42500,you can tell all the disgusting lies you can think of.,you can tell any foul-mouthed lies attacking you.
405160,if you had half a brain you could have the same thing.,if you had any sense you could be the same.
413793,a distracted man is a loser.,a man distracted is a man defeated.
249087,that's fucking great.,but that's great.
79117,joelle and i are... we're playing billiard strippers on eight balls.,joelle and i we were uh just playing a little game of strip eight ball.
459795,a girl is born with a nose that could kill on sight.,a girl will be born with a nose to beat an ox.
130761,"below her duque groaned then quite clearly he shouted ""bitch!","duque groaned under her and then shouted ""baby!"
431524,"""oh give it up i give up i give up god damn it!""",'owwwuuu stop i give i give oh jeezis!'
414536,you'd pull us out so i'll cut you off.,you're gonna take us down. i gotta cut you loose.
350121,filth!,dirt!
272816,landlord! is it really necessary to keep this dog tied up like this?,mr. landlord does the dog have to be tied?
26157,now i'm going to buy it on this damn rock!,now i'm gonna buy it on this rock!
151373,"if i want to know how to speak english i'm not going to be consulted with some fucked-up cop from california. ""","when i want to get told how to talk english i won't go to no beat-up california peeper."""
450622,it's a very nice but very cowardly one.,now that's very nice but very cowardly.
322012,palm mortuary owned by an offshore holding company... ...which after layers of bullshit... ...turns out to be registered to donna maria tapia... ...mother of hector juan carlos tapia who calls himself johnny.,the funeral home of palma was owned by a foreign holding company... who after seventeen years... passed the registration of donna marie tapi... to the mother of hector juan carlos tapie who calls himself johnny.
48571,if you surrender to me booth won't kill you.,if you give up booth won't kill you.
212162,not that part. it's just the crazy ramblings of his wife.,it's just his wife's crazy diary entries.
374258,you know because of his history mr. eisley's money is in blind faeces.,you know because of his history mr. eisley's money is in a blind trust.
242308,it's stupid... 'cause you'll miss some golden opportunities.,you would have missed a unique chance.
121059,what if he does something stupid by then?,what if he does a bunk before then?
