,source,target
450274,if the two lieutenants prevail they'il likely to sell them to spain and they'il be executed.,if the two officers win they'll probably sell them to spain and be executed anyway.
177370,when you have these glasses you feel great but then you shut up.,wearingthese glasses makes you high ... ... but you come down hard.
471966,shut up be quiet.,hold on be quiet.
515950,i'd hate to destroy her.,i'd hate to see it destroyed.
423371,local militias are killing everyone who goes to another church.,in addition the local militia are killing anyone who goes to a different church.
132682,i'm so ugly.,but i'm so ugly...
116945,from this side they can shoot at green.,from this hillside they can shell the green.
360218,girls are gonna be pissed at you.,the girls are mad at you.
83061,killing him wasn't the plan.,killing him was not part of the plan!
397248,this movie is called the lost continent and it stars mr. cesar romero and when jake sees it again (at the advanced age often) he will wonder how he could ever have been afraid of such a stupid movie as that one.,the film is called the lost continent and in the lead role is played by mr cesar romero and when jake sees the film again (in ten years) he'll be surprised how he could have once been such a silly movie.
517739,your daughter is now a fool to gurumpang.,your daughter is so into gurumpang these days.
164851,and all of us at the circus want to see your redneck skin torn apart by your own team!,and all of us in the circus want to see your turncoat hide ripped apart by your own team!
120833,i thought you could have been one of those conmen.,i thought you might be one of those cheers.
51283,have you lost your mind?,dad have you lost your mind?
77735,if i lose you now henry i'm going to die.,i'd die if i had to lose you now henry.
511033,you're a terrible thing!,poor man. terrible thing.
569287,now dee because of your ridiculous missteps you actually have no value. mm-hmm. so your only hope is to lower ben's value.,now dee you have no prize because of your absurd mistakes so the only hope is to reduce ben's worth.
276935,cam he was every bit the failure you were.,cam he failed as much as you.
541315,this looks like an indirect shot in the skull.,there appears to be a glancing gunshot wound to the skull.
490568,he's going to kill everyone.,anyone can be killed.
67348,i want the scalp of every colonial savage in those hills.,i want a rock of every colonial savage in those hills.
146818,or they'll fart and we'll lose them.,or they'll flee and then we'll lose them.
209411,he clearly has something with his brain.,clearly has brain involvement.
264908,why cannot you fucking him not alone?,why don't you leave that boy alone?
343998,perfect dot for a perfect damn day.,perfect end to a perfect bloody day.
407702,planet. (blow your own if you wish.),(blow up your own if you want.)
50891,i'll fix the blood rig. ...they're fucking in a motel room.,i'll fix the blood capsule.... they're in a motel!
468753,i've had enough of this shit.,i've had enough of this row.
268310,silly we'll say but dear.,trifles let's say but expensive ones.
75447,you're trying to fuck me aren't you?,you're trying to diddle me aren't you?
290867,that little sucker was in heaven.,the little sod was in paradise.
293227,"""yes "" said joel ""you're really going to be crazy.","""yes "" agreed joel ""you'll wince."
43244,come on everyone's waiting. fuck.,come on. everybody's waiting.
231531,i'm building a doomsday machine...... to pick up your little german asses.,i'm building a doomsday machine... ...gonna aim it right up your heinie hole.
339574,damn it.,oh my god.
343095,but for almost three weeks i had been interrupted in all my pathetic machinations.,only my poor knitting was interrupted for three weeks.
461770,the guy was a pile of ashes.,this guy's got a pile of ashes.
347014,she sold us her baby so i had a baby to kill in front of my fellow abrahamites.,she sold it to us so i had a child i could have killed before the eyes of my loyalists.
386162,'mano you're under fuckin' arrest that's what the fuck.,you're under arrest that's what this is about!
292260,what the fuck is that?,what is this?
114451,it's god's will that gentiles should murder my husband for a few guineas... and leave me and my daughters destitute?,the will of god that christians murdered my husband for a little money and to leave me alone with my daughters?
9252,shut up.,be quiet.
113493,thank you damn it.,thank you man.
182154,what kind of bullshit is that?,what sort of a move is that?
510353,"dad said ""fuck cedar knoll.""","dad said ""screw cedar knoll."" - really?"
50823,why is she so goddamn heavy?,why is he so hard?
448444,we commit her body to the ground.,we commit her body to land.
223586,now fire off a shot.,fire in the hole.
423877,well sweetie if you're not gonna let me kick his ass then you're gonna have to let me run from him.,well honey if you don't let me get him at least let me get away with him.
389129,"""riots "" my mentor blinked.","""riots "" aahz explained."
240434,please don't be rats.,please don't let the rats out.
290224,"""who told you i wanted to kill you case?"" asked wage.","""who told you i was going to hit you case?"" wage asked."
